txn_id,account_id,txn_date,txn_code,amount,channel
TXN00018495,ACCT000713,2024-12-06,WIRE,1181.68,BRANCH
TXN00007945,ACCT000231,08/30/2025,FEE,3290.85,ONLINE
TXN00011206,ACCT000588,21-Dec-2023,DR,1094.26,ACH
TXN00000482,ACCT000519,31-Jul-2025,CR,1085.55,WIRE
TXN00013109,ACCT000072,04-Aug-2025,FEE,1661.54,WIRE
TXN00000876,ACCT000932,06/21/2023,ACH,552.05,BRANCH
TXN00023958,ACCT000324,19-Mar-2025,INT,2104.79,ACH
TXN00005516,ACCT001017,20250208,ATM,1099.39,WIRE
TXN00023559,ACCT000675,2023-07-26,FEE,3149.96,ATM
TXN00003788,ACCT000146,20240701,DR,3684.92,ATM
TXN00014514,ACCT000188,21-Feb-2024,ACH,1899.11,WIRE
TXN00015813,ACCT000375,14-May-2024,FEE,3124.56,ONLINE
TXN00023884,ACCT001095,2025-02-28,FEE,3985.90,ACH
TXN00003312,ACCT000817,20250517,INT,4037.27,ACH
TXN00001468,ACCT000244,24-May-2025,CR,2557.25,ATM
TXN00002602,ACCT001157,14-Mar-2025,CR,1749.62,ACH
TXN00000883,ACCT001188,20240725,CR,20.77,BRANCH
TXN00014681,ACCT000610,20231019,FEE,3306.91,ATM
TXN00013500,ACCT000169,11/10/2024,INT,1891.20,ATM
TXN00013998,ACCT000876,13-Sep-2023,INT,2182.29,WIRE
TXN00022886,ACCT000979,14-Aug-2025,WIRE,1199.39,BRANCH
TXN00024548,ACCT000668,26-Nov-2023,DR,3390.86,ATM
TXN00024818,ACCT000450,15-Sep-2023,INT,2419.08,ACH
TXN00019354,ACCT000531,11/07/2025,CR,4422.44,BRANCH
TXN00018870,ACCT000414,08-Feb-2025,ATM,3707.48,ONLINE
TXN00023701,ACCT001174,20250418,DR,3258.82,BRANCH
TXN00022856,ACCT000814,25-Nov-2024,FEE,1907.36,ATM
TXN00016337,ACCT000877,10/02/2024,WIRE,3609.80,ONLINE
TXN00018693,ACCT000272,20241224,INT,2938.19,ONLINE
TXN00009390,ACCT000297,20251008,ATM,4203.42,BRANCH
TXN00007815,ACCT000212,09/07/2024,ATM,1209.27,ACH
TXN00020700,ACCT001191,2023-12-08,WIRE,2981.86,ATM
TXN00005041,ACCT000366,18-Oct-2025,CR,2474.62,ONLINE
TXN00016917,ACCT000832,03/22/2023,FEE,1775.52,ACH
TXN00019766,ACCT001076,10-Apr-2025,ACH,2204.70,ONLINE
TXN00018652,ACCT001005,20230121,CR,4099.37,BRANCH
TXN00024270,ACCT000337,01-Mar-2024,DR,532.29,WIRE
TXN00000984,ACCT000444,20240607,WIRE,843.49,ACH
TXN00017840,ACCT000595,20241105,ATM,2912.25,ONLINE
TXN00017863,ACCT000151,17-Oct-2023,ATM,1950.74,ACH
TXN00007779,ACCT000522,2025-07-01,INT,889.79,ATM
TXN00023987,ACCT000074,20240306,ATM,1346.61,BRANCH
TXN00018746,ACCT000648,20230426,FEE,2348.35,ONLINE
TXN00014524,ACCT000733,03/31/2023,WIRE,1033.67,WIRE
TXN00018229,ACCT000840,06/09/2025,ATM,2903.21,ACH
TXN00017644,ACCT001095,20250427,INT,3083.97,ONLINE
TXN00017533,ACCT000717,14-Aug-2023,CR,498.98,ONLINE
TXN00000786,ACCT000571,20241123,DR,692.51,ATM
TXN00024794,ACCT000815,20250322,DR,2424.79,ONLINE
TXN00010066,ACCT000680,2023-03-27,CR,1781.78,ONLINE
TXN00015258,ACCT000229,2024-01-28,ATM,2546.72,WIRE
TXN00013589,ACCT001159,20250803,ACH,14.70,ONLINE
TXN00023926,ACCT000170,26-Nov-2025,INT,1363.54,ONLINE
TXN00021040,ACCT000312,11-Aug-2023,ACH,1628.81,WIRE
TXN00002100,ACCT000496,12/06/2024,INT,3162.88,ACH
TXN00000057,ACCT000568,20250705,WIRE,2575.74,ATM
TXN00016033,ACCT000595,09-Nov-2023,INT,2160.79,ONLINE
TXN00020423,ACCT000101,17-Feb-2023,FEE,282.56,BRANCH
TXN00007991,ACCT001191,2023-03-12,ACH,390.65,BRANCH
TXN00017736,ACCT000747,02/08/2025,ACH,3988.08,ONLINE
TXN00012133,ACCT000014,15-Oct-2024,ACH,1529.43,BRANCH
TXN00012454,ACCT000437,31-Jan-2024,DR,3312.54,WIRE
TXN00009672,ACCT000639,20241009,ATM,1457.46,ACH
TXN00020599,ACCT000682,03-Feb-2025,INT,3206.23,BRANCH
TXN00009800,ACCT000655,01/28/2023,FEE,4131.95,BRANCH
TXN00017266,ACCT000993,12/04/2023,ACH,3143.09,ONLINE
TXN00009978,ACCT000721,12/18/2025,WIRE,3548.92,ACH
TXN00020072,ACCT000226,20250920,CR,1410.78,ONLINE
TXN00006027,ACCT000968,2024-08-07,FEE,4046.72,WIRE
TXN00004750,ACCT000126,2025-03-18,ACH,713.85,ONLINE
TXN00020937,ACCT001166,30-Mar-2025,ACH,866.65,ONLINE
TXN00000615,ACCT000064,20230303,FEE,1215.63,BRANCH
TXN00012384,ACCT000103,2024-05-08,FEE,1260.68,WIRE
TXN00002017,ACCT001057,20241213,CR,1914.26,ATM
TXN00016722,ACCT001062,12-Jan-2025,FEE,2287.78,ONLINE
TXN00005272,ACCT000987,12-Jul-2023,WIRE,2152.78,ACH
TXN00024394,ACCT000895,11-May-2024,DR,4098.48,BRANCH
TXN00021031,ACCT000681,20240103,INT,668.94,WIRE
TXN00011527,ACCT000134,04/15/2023,FEE,1215.70,ONLINE
TXN00022587,ACCT000835,2025-07-06,ACH,2923.76,WIRE
TXN00017353,ACCT000204,2025-03-24,ACH,3176.80,ACH
TXN00003826,ACCT000436,06-Mar-2024,INT,1588.57,BRANCH
TXN00005092,ACCT001124,04/04/2024,WIRE,4216.23,ACH
TXN00000833,ACCT000074,20230131,DR,3423.42,ATM
TXN00018043,ACCT001025,05/01/2024,FEE,3888.26,ACH
TXN00009476,ACCT000383,20231202,ACH,194.80,ONLINE
TXN00013748,ACCT000734,2023-10-09,WIRE,3995.25,WIRE
TXN00009611,ACCT000034,09-Jun-2025,INT,290.72,ATM
TXN00002904,ACCT000779,2025-04-01,CR,1034.89,ACH
TXN00022890,ACCT000733,12/09/2025,WIRE,1737.19,WIRE
TXN00006245,ACCT001022,10-Jan-2023,ACH,3054.34,ONLINE
TXN00004197,ACCT000284,09-Sep-2023,WIRE,362.15,ATM
TXN00004054,ACCT000967,12/25/2025,INT,3000.59,WIRE
TXN00009053,ACCT001148,20230105,ACH,3630.44,ATM
TXN00022745,ACCT001018,20250618,DR,40.58,WIRE
TXN00005709,ACCT001148,03-Sep-2025,CR,3264.40,ACH
TXN00000437,ACCT000531,20230529,WIRE,4481.82,ATM
TXN00008374,ACCT000072,2024-01-17,DR,1197.87,ATM
TXN00024245,ACCT000283,20240908,FEE,3163.59,ONLINE
TXN00008251,ACCT000952,2024-10-26,FEE,922.07,ATM
TXN00006738,ACCT000054,20251209,ATM,1292.92,ATM
TXN00001787,ACCT000376,24-Aug-2024,FEE,831.40,BRANCH
TXN00022318,ACCT000190,18-Jul-2023,ATM,109.32,ACH
TXN00009865,ACCT000840,20240827,WIRE,771.10,BRANCH
TXN00022009,ACCT000030,06-Nov-2025,ACH,1498.59,BRANCH
TXN00016573,ACCT000681,20250719,ACH,1769.98,ONLINE
TXN00022212,ACCT000166,02/19/2023,ATM,768.73,ONLINE
TXN00014561,ACCT000589,20251230,FEE,2647.11,BRANCH
TXN00009539,ACCT000957,20240423,INT,763.02,ATM
TXN00010564,ACCT000900,20240804,CR,2590.60,ACH
TXN00024249,ACCT000599,2024-02-10,FEE,434.95,WIRE
TXN00012696,ACCT000436,07/12/2023,DR,1414.72,ONLINE
TXN00009344,ACCT000266,20250926,WIRE,1994.92,ATM
TXN00004358,ACCT001113,14-May-2023,INT,2379.99,BRANCH
TXN00019205,ACCT000606,2024-03-29,WIRE,1753.84,ONLINE
TXN00021370,ACCT000304,28-Aug-2023,INT,1852.58,ATM
TXN00017455,ACCT000739,20240415,FEE,2985.77,ATM
TXN00004391,ACCT000483,20231212,INT,2311.84,WIRE
TXN00023318,ACCT000840,29-Jul-2025,ATM,388.06,ONLINE
TXN00000158,ACCT000352,2024-09-01,ACH,2943.05,ATM
TXN00014584,ACCT000879,04-Sep-2025,DR,4223.63,ACH
TXN00012960,ACCT000181,20231116,DR,1006.41,WIRE
TXN00000941,ACCT000709,2024-10-26,ATM,4060.90,ATM
TXN00016814,ACCT000898,20251207,INT,2698.66,BRANCH
TXN00002940,ACCT000893,2025-09-12,ACH,4102.61,ACH
TXN00004400,ACCT000113,2023-11-20,INT,3032.15,ONLINE
TXN00023980,ACCT000835,11/02/2025,INT,3491.62,WIRE
TXN00012777,ACCT000503,08/10/2023,WIRE,962.38,WIRE
TXN00008160,ACCT000500,2024-11-10,DR,220.99,ONLINE
TXN00010127,ACCT000132,06/10/2023,DR,40.91,ACH
TXN00020138,ACCT000466,20240826,DR,3446.15,WIRE
TXN00007208,ACCT000084,2024-03-17,CR,1459.84,BRANCH
TXN00020227,ACCT000081,20250207,ATM,1315.79,WIRE
TXN00012387,ACCT000850,07/29/2023,INT,452.06,ACH
TXN00022564,ACCT000264,20230727,ACH,1837.74,ACH
TXN00021866,ACCT001167,20240608,WIRE,2240.88,WIRE
TXN00009840,ACCT000333,20230628,FEE,1185.20,ACH
TXN00018046,ACCT000607,20230330,INT,1778.32,ACH
TXN00012301,ACCT000820,20240519,INT,1771.41,ATM
TXN00003267,ACCT000809,20230210,WIRE,3065.71,WIRE
TXN00008770,ACCT000523,20241220,DR,1049.47,BRANCH
TXN00008904,ACCT000337,26-Oct-2024,CR,3830.79,ONLINE
TXN00007682,ACCT000394,07/09/2023,FEE,3987.39,BRANCH
TXN00007561,ACCT000955,2024-08-17,ATM,3081.43,ONLINE
TXN00012668,ACCT000745,2025-05-24,ACH,1853.17,WIRE
TXN00021560,ACCT000632,15-Dec-2025,ATM,1503.82,ONLINE
TXN00018298,ACCT001002,20250103,DR,1124.09,ATM
TXN00002673,ACCT000689,2025-10-13,CR,2843.27,WIRE
TXN00015779,ACCT000750,02/03/2023,ATM,2563.32,WIRE
TXN00013763,ACCT001119,2024-06-24,ACH,3199.99,BRANCH
TXN00023856,ACCT000302,14-Sep-2025,CR,2403.97,ATM
TXN00006247,ACCT000391,20-May-2025,FEE,1215.57,ATM
TXN00015863,ACCT000544,30-Oct-2025,DR,35.37,ONLINE
TXN00011457,ACCT000134,11/17/2023,CR,104.90,ATM
TXN00024732,ACCT001022,20231024,ATM,880.36,ACH
TXN00018674,ACCT000093,11-Apr-2023,ATM,178.90,BRANCH
TXN00016313,ACCT000224,2025-01-04,WIRE,2427.08,BRANCH
TXN00005262,ACCT000979,20241006,INT,1220.16,ATM
TXN00024269,ACCT001055,03/01/2025,CR,4098.08,ONLINE
TXN00007514,ACCT000508,29-Nov-2023,ATM,1419.51,WIRE
TXN00009138,ACCT000230,16-Apr-2025,CR,315.97,WIRE
TXN00020088,ACCT000776,07/24/2025,DR,2733.96,ATM
TXN00022557,ACCT000064,03/27/2025,FEE,4081.72,BRANCH
TXN00021307,ACCT000726,2023-06-22,DR,1848.11,ATM
TXN00000685,ACCT000507,04/22/2023,FEE,3558.68,WIRE
TXN00018729,ACCT000516,2023-10-14,DR,3722.07,WIRE
TXN00014482,ACCT000385,04/23/2023,ATM,2387.86,ATM
TXN00020586,ACCT000361,2024-10-07,WIRE,4454.84,ONLINE
TXN00016714,ACCT000206,2023-01-15,FEE,1821.62,ATM
TXN00013501,ACCT000410,08/19/2025,ATM,2526.54,WIRE
TXN00014885,ACCT000214,05/24/2023,CR,3628.40,BRANCH
TXN00007414,ACCT000443,2024-01-18,ATM,2068.46,ACH
TXN00022742,ACCT000770,06-Apr-2023,DR,3296.63,BRANCH
TXN00003446,ACCT000622,16-Jun-2024,ACH,172.74,BRANCH
TXN00022066,ACCT001192,04/13/2023,ATM,493.60,ACH
TXN00002973,ACCT000399,20230102,CR,46.62,ACH
TXN00014359,ACCT000274,2025-11-24,FEE,657.94,ACH
TXN00006007,ACCT001126,02-Mar-2024,CR,715.95,ATM
TXN00023230,ACCT000151,2023-02-01,WIRE,1772.77,ATM
TXN00023890,ACCT000867,11/30/2025,DR,2340.20,BRANCH
TXN00002376,ACCT000079,15-Mar-2023,FEE,2284.76,ACH
TXN00011656,ACCT000818,20230802,WIRE,1268.38,ATM
TXN00008243,ACCT000169,20250217,ACH,3957.96,ACH
TXN00013275,ACCT000619,20250817,ATM,1109.65,WIRE
TXN00024416,ACCT000038,20240815,INT,4191.01,WIRE
TXN00018760,ACCT000163,20240127,INT,630.43,WIRE
TXN00005137,ACCT000147,27-Mar-2024,ACH,4067.33,ATM
TXN00016435,ACCT000851,2025-07-05,ATM,3726.14,ATM
TXN00005317,ACCT000119,01-Jul-2025,CR,3569.40,ATM
TXN00014096,ACCT000914,20231210,INT,2990.54,ACH
TXN00015603,ACCT001111,07-Oct-2023,ATM,165.63,WIRE
TXN00024061,ACCT000801,04-Jul-2024,DR,1161.93,ACH
TXN00024890,ACCT000486,20230101,WIRE,2444.35,ACH
TXN00019028,ACCT000100,04/23/2025,FEE,2621.69,ATM
TXN00003652,ACCT001141,2023-08-10,DR,2039.51,BRANCH
TXN00010577,ACCT000210,15-Dec-2025,ATM,3465.67,BRANCH
TXN00008099,ACCT000073,2023-03-23,DR,2694.01,ONLINE
TXN00024493,ACCT000275,02-Mar-2025,INT,3310.63,ONLINE
TXN00016170,ACCT000862,2025-06-14,WIRE,2485.65,BRANCH
TXN00016707,ACCT000208,20230108,CR,3769.74,ATM
TXN00013021,ACCT001156,20-Oct-2023,CR,3956.95,ATM
TXN00010135,ACCT001089,06/28/2024,INT,4015.62,ATM
TXN00020420,ACCT000829,20231205,CR,470.25,ATM
TXN00014821,ACCT000329,17-Sep-2023,CR,198.47,ATM
TXN00024353,ACCT001012,30-Mar-2025,FEE,4494.24,ACH
TXN00019210,ACCT001005,01-Nov-2025,ATM,3517.84,ONLINE
TXN00018079,ACCT000436,12-Nov-2025,INT,1909.75,BRANCH
TXN00003003,ACCT000355,2023-11-11,WIRE,2164.79,ATM
TXN00012944,ACCT000069,2024-11-08,ACH,3800.54,ONLINE
TXN00009709,ACCT000936,02/01/2023,WIRE,1290.57,BRANCH
TXN00020574,ACCT000847,12-Oct-2023,ACH,2858.48,ATM
TXN00017143,ACCT001039,03-Nov-2025,ACH,1499.03,WIRE
TXN00000800,ACCT000907,2025-05-02,ATM,1234.83,ACH
TXN00023170,ACCT000143,08/10/2023,INT,1704.39,BRANCH
TXN00011785,ACCT000898,06/15/2024,ACH,3244.78,BRANCH
TXN00012672,ACCT000723,2023-01-06,CR,1375.88,ONLINE
TXN00001864,ACCT000711,01/13/2023,ATM,1103.40,ATM
TXN00006077,ACCT000596,30-Jun-2023,FEE,1233.07,WIRE
TXN00001983,ACCT000230,20250702,ATM,1597.64,ATM
TXN00007100,ACCT000531,13-Nov-2023,ACH,324.27,ACH
TXN00016404,ACCT000099,20240915,FEE,2103.43,ONLINE
TXN00010580,ACCT000869,2024-12-02,DR,242.57,ACH
TXN00002828,ACCT000240,17-Apr-2024,INT,4471.48,WIRE
TXN00023665,ACCT001033,03/20/2025,CR,1933.76,BRANCH
TXN00017258,ACCT000558,03/18/2025,DR,3638.60,ATM
TXN00020099,ACCT000799,20230602,ACH,3850.12,ATM
TXN00023293,ACCT000516,17-Dec-2024,FEE,1821.95,WIRE
TXN00008461,ACCT000743,20-Nov-2024,FEE,2198.61,WIRE
TXN00023625,ACCT000264,02/16/2024,CR,875.45,ACH
TXN00015457,ACCT001115,10/26/2024,ATM,613.43,ATM
TXN00021454,ACCT000738,27-Apr-2025,WIRE,4206.33,WIRE
TXN00010702,ACCT001078,05/10/2024,FEE,702.87,ATM
TXN00024681,ACCT000716,11/11/2025,CR,3160.91,WIRE
TXN00000030,ACCT000355,20250709,FEE,2774.14,ONLINE
TXN00005952,ACCT000983,20231114,DR,3498.04,ONLINE
TXN00001956,ACCT000220,2023-06-27,INT,2658.65,BRANCH
TXN00005175,ACCT000129,01/24/2023,ACH,1815.65,ONLINE
TXN00008062,ACCT000063,2023-06-30,DR,2107.45,WIRE
TXN00019661,ACCT000113,08/26/2025,FEE,2945.84,ACH
TXN00010652,ACCT000579,2023-03-10,CR,1533.53,ACH
TXN00007596,ACCT000190,2025-06-04,CR,1858.08,ONLINE
TXN00010895,ACCT000727,2025-06-11,DR,3413.99,WIRE
TXN00024000,ACCT001177,20230729,DR,2316.18,WIRE
TXN00010642,ACCT000523,06/08/2023,ACH,1491.72,BRANCH
TXN00017617,ACCT001007,25-May-2025,DR,3206.35,ACH
TXN00014638,ACCT000880,20251213,FEE,3893.33,ONLINE
TXN00013583,ACCT000073,23-Oct-2025,CR,3756.72,ATM
TXN00010273,ACCT000627,20231108,CR,2095.84,BRANCH
TXN00004472,ACCT001127,20240930,CR,3737.81,ATM
TXN00009985,ACCT001196,03-May-2025,DR,3999.98,ATM
TXN00000265,ACCT000932,20250216,ATM,4043.54,WIRE
TXN00012624,ACCT000063,05/23/2023,FEE,500.49,ONLINE
TXN00003974,ACCT000978,2023-10-24,DR,802.61,ATM
TXN00019300,ACCT001186,2023-07-03,ATM,401.48,ATM
TXN00006293,ACCT001191,02-Jan-2024,DR,3447.52,ACH
TXN00021017,ACCT001086,05/21/2025,DR,1434.03,BRANCH
TXN00005574,ACCT000483,2025-03-28,INT,3979.55,WIRE
TXN00007071,ACCT000275,08-Jul-2023,INT,350.54,BRANCH
TXN00019475,ACCT000990,09/15/2025,WIRE,2611.74,WIRE
TXN00024978,ACCT000875,20230902,INT,1095.76,ONLINE
TXN00013706,ACCT001116,20240410,WIRE,4444.02,ONLINE
TXN00017277,ACCT000276,10/17/2024,INT,1741.60,ONLINE
TXN00009091,ACCT000969,02/05/2025,CR,1941.47,WIRE
TXN00005548,ACCT000565,20230910,DR,673.46,ONLINE
TXN00025086,ACCT000902,23-Dec-2025,CR,9553.38,BRANCH
TXN00016208,ACCT000781,2024-02-27,ATM,3808.00,ACH
TXN00020909,ACCT001093,01-Nov-2023,DR,3606.23,WIRE
TXN00008254,ACCT000066,2023-09-22,DR,408.40,ATM
TXN00018437,ACCT000010,20240923,INT,3998.96,ACH
TXN00002142,ACCT000438,02-Mar-2024,FEE,4126.98,BRANCH
TXN00023767,ACCT000030,20241106,FEE,1865.27,ONLINE
TXN00022859,ACCT000566,2025-08-16,ACH,2369.96,ACH
TXN00015155,ACCT001022,2025-08-14,ATM,2019.20,ONLINE
TXN00016385,ACCT000809,06/20/2025,ATM,2333.51,ATM
TXN00024116,ACCT000703,2023-02-11,ACH,3940.94,ATM
TXN00016030,ACCT000003,2025-10-22,DR,4463.13,WIRE
TXN00014047,ACCT000519,01/10/2023,CR,2324.22,ONLINE
TXN00009396,ACCT000913,13-Feb-2024,ATM,3344.36,ONLINE
TXN00022879,ACCT000772,12/05/2025,DR,383.27,WIRE
TXN00009348,ACCT000025,2025-08-24,CR,4484.48,BRANCH
TXN00001077,ACCT000635,07/24/2023,DR,706.09,BRANCH
TXN00000217,ACCT000383,05/14/2024,INT,621.09,ACH
TXN00014891,ACCT000718,18-Apr-2024,WIRE,2522.66,ONLINE
TXN00004861,ACCT000666,20250924,WIRE,2832.69,ACH
TXN00020318,ACCT000304,08/09/2024,CR,1032.27,ATM
TXN00001284,ACCT001155,17-Apr-2024,FEE,557.32,BRANCH
TXN00020197,ACCT000576,05/04/2023,WIRE,268.48,ONLINE
TXN00004564,ACCT000486,10/07/2024,WIRE,923.41,BRANCH
TXN00020112,ACCT000351,20230630,CR,154.84,BRANCH
TXN00014534,ACCT000917,17-Apr-2024,FEE,2503.72,ONLINE
TXN00010824,ACCT000275,08/08/2024,ATM,2238.55,WIRE
TXN00002145,ACCT000162,2025-04-09,INT,2942.08,BRANCH
TXN00017772,ACCT000425,20240908,WIRE,2207.01,BRANCH
TXN00004468,ACCT000361,10/05/2023,WIRE,1290.56,ACH
TXN00010939,ACCT000439,12-Sep-2023,INT,387.42,ATM
TXN00020147,ACCT000075,2024-08-22,ACH,3414.20,ACH
TXN00000630,ACCT000277,2023-09-03,DR,877.75,WIRE
TXN00007274,ACCT000391,05/03/2024,DR,748.21,WIRE
TXN00016065,ACCT000922,10/02/2023,CR,1740.71,ATM
TXN00005705,ACCT000937,07-Jul-2024,ATM,250.39,ONLINE
TXN00011589,ACCT001159,2025-06-29,ACH,1900.05,ONLINE
TXN00010123,ACCT000128,20250606,FEE,3405.11,WIRE
TXN00012993,ACCT000782,10/04/2025,FEE,2238.60,BRANCH
TXN00009725,ACCT000695,04/04/2024,WIRE,3311.65,BRANCH
TXN00024323,ACCT001088,05/31/2023,FEE,3009.24,BRANCH
TXN00009376,ACCT000092,06/12/2025,WIRE,2812.69,ACH
TXN00017532,ACCT001052,20230115,ACH,1601.06,WIRE
TXN00017869,ACCT001076,11-Nov-2023,ACH,1909.55,ONLINE
TXN00015516,ACCT000188,20250423,ACH,3399.94,ACH
TXN00012846,ACCT000416,2024-12-09,CR,1351.37,BRANCH
TXN00012121,ACCT000551,27-Jan-2025,DR,2974.61,WIRE
TXN00006991,ACCT001045,2024-11-28,ATM,4375.89,WIRE
TXN00002291,ACCT000192,20231018,ACH,1803.81,ATM
TXN00016837,ACCT001018,2025-06-06,DR,254.94,WIRE
TXN00013317,ACCT001191,2024-09-23,ATM,3816.20,ATM
TXN00002498,ACCT000353,2024-01-30,ACH,562.73,ATM
TXN00012223,ACCT000404,07-Jun-2024,WIRE,1543.08,BRANCH
TXN00002281,ACCT001028,12/15/2025,FEE,466.67,WIRE
TXN00014635,ACCT000845,20231012,ATM,4106.75,WIRE
TXN00006923,ACCT000839,20250325,WIRE,4261.60,BRANCH
TXN00016886,ACCT000109,01/26/2025,ACH,2734.88,BRANCH
TXN00011541,ACCT000908,20251213,DR,365.15,ONLINE
TXN00013670,ACCT000393,09/28/2023,ACH,3001.17,ONLINE
TXN00003220,ACCT000132,20230710,WIRE,2538.91,ONLINE
TXN00008337,ACCT001155,2023-07-29,ACH,1032.35,WIRE
TXN00009249,ACCT001184,20250216,FEE,2739.39,WIRE
TXN00009798,ACCT000742,20250623,INT,3916.52,WIRE
TXN00014239,ACCT000152,20230202,INT,3844.63,WIRE
TXN00019191,ACCT001051,04/28/2023,FEE,2906.09,BRANCH
TXN00002967,ACCT001171,02-Apr-2024,DR,1575.09,BRANCH
TXN00001026,ACCT000331,2025-11-20,FEE,685.12,WIRE
TXN00021972,ACCT000181,11/07/2025,ATM,754.95,ACH
TXN00020821,ACCT000845,04-Jul-2023,FEE,173.67,ONLINE
TXN00007003,ACCT000197,05-Aug-2023,DR,2316.13,ONLINE
TXN00008843,ACCT000488,2024-01-02,FEE,213.94,ONLINE
TXN00016577,ACCT000935,08/27/2025,ACH,2201.00,ONLINE
TXN00013332,ACCT000413,08-Sep-2023,INT,3377.20,ATM
TXN00020652,ACCT000140,06/12/2024,ATM,2096.18,BRANCH
TXN00020047,ACCT000562,02-Jan-2025,DR,1466.13,BRANCH
TXN00003703,ACCT001112,09/04/2023,WIRE,3836.99,ONLINE
TXN00015485,ACCT001099,2024-05-19,INT,3361.03,ATM
TXN00008543,ACCT000372,24-Apr-2024,ATM,4071.36,WIRE
TXN00000873,ACCT000149,01/31/2023,DR,3673.88,ONLINE
TXN00011913,ACCT000180,23-Jan-2024,CR,102.83,WIRE
TXN00006681,ACCT000145,07/18/2025,ATM,2225.93,ONLINE
TXN00021317,ACCT000740,07-Dec-2025,FEE,3849.03,ACH
TXN00008560,ACCT000222,20250702,CR,2015.53,BRANCH
TXN00016204,ACCT000971,20250605,ATM,1567.75,WIRE
TXN00010640,ACCT000094,2025-12-06,DR,1606.38,BRANCH
TXN00024262,ACCT000580,20230515,CR,4012.90,BRANCH
TXN00018834,ACCT000910,19-Sep-2025,INT,3983.13,WIRE
TXN00016113,ACCT000411,09/08/2025,DR,1967.19,WIRE
TXN00007473,ACCT000717,20250522,ATM,32.26,ATM
TXN00012843,ACCT000369,12-Sep-2024,ATM,2340.87,WIRE
TXN00014457,ACCT000829,2023-02-09,CR,1911.01,BRANCH
TXN00019689,ACCT000295,24-May-2023,ATM,2498.93,ONLINE
TXN00022169,ACCT000083,02-Jan-2023,INT,4423.11,ATM
TXN00021217,ACCT000579,2023-12-30,ACH,2725.19,ONLINE
TXN00009505,ACCT000304,02/04/2025,ATM,408.99,WIRE
TXN00019387,ACCT001003,06/19/2024,CR,1857.00,BRANCH
TXN00024033,ACCT000018,05/26/2025,FEE,313.84,ONLINE
TXN00012873,ACCT000599,20230524,ATM,1948.60,ONLINE
TXN00024129,ACCT000499,09-May-2025,CR,3541.47,BRANCH
TXN00012544,ACCT000658,06/13/2023,ACH,2290.53,ACH
TXN00011800,ACCT000947,2025-12-15,INT,1878.76,ACH
TXN00003961,ACCT001073,12-Apr-2023,ACH,3830.86,ATM
TXN00020221,ACCT000795,04/04/2025,INT,611.56,WIRE
TXN00001529,ACCT000461,12/06/2025,DR,4406.62,BRANCH
TXN00011318,ACCT000602,20240627,DR,3999.87,BRANCH
TXN00009989,ACCT000169,2024-07-17,CR,502.43,ACH
TXN00023096,ACCT000082,20230222,INT,4132.32,WIRE
TXN00003249,ACCT000167,2025-10-02,FEE,3965.27,ACH
TXN00001036,ACCT001038,07/03/2024,ACH,1809.19,BRANCH
TXN00014431,ACCT000463,2025-10-21,FEE,2556.79,ACH
TXN00011593,ACCT000675,11-Mar-2025,ATM,112.36,ONLINE
TXN00010638,ACCT000271,2024-10-29,DR,649.95,ONLINE
TXN00023836,ACCT000466,20231120,WIRE,999.25,ONLINE
TXN00003786,ACCT000528,2024-11-15,WIRE,2009.29,WIRE
TXN00021472,ACCT000787,20-May-2025,CR,558.69,ATM
TXN00006425,ACCT000909,2024-07-09,ACH,672.12,ONLINE
TXN00001044,ACCT001098,20240505,ACH,821.85,ATM
TXN00018294,ACCT000767,2025-07-24,INT,4337.47,WIRE
TXN00024876,ACCT000149,03/03/2023,FEE,2873.49,BRANCH
TXN00011040,ACCT000443,01/16/2023,CR,2797.67,BRANCH
TXN00011677,ACCT000256,08/22/2023,CR,2037.60,WIRE
TXN00014420,ACCT000068,03/22/2024,CR,1264.92,ONLINE
TXN00000308,ACCT000173,20230710,INT,4117.90,WIRE
TXN00006113,ACCT000436,05/10/2025,CR,1996.14,BRANCH
TXN00023255,ACCT000351,2025-11-25,INT,3122.68,ATM
TXN00019297,ACCT000150,20251201,CR,1823.36,BRANCH
TXN00017468,ACCT000651,12-Feb-2025,ATM,3462.90,ONLINE
TXN00023669,ACCT000680,03/17/2024,DR,1800.72,BRANCH
TXN00007657,ACCT000340,2025-12-13,INT,266.69,BRANCH
TXN00016949,ACCT000502,2023-11-02,CR,752.55,ATM
TXN00012054,ACCT000154,20251017,INT,243.49,BRANCH
TXN00011636,ACCT001193,19-Mar-2024,DR,4016.71,ACH
TXN00020976,ACCT000660,26-Feb-2024,ATM,36.11,ACH
TXN00010067,ACCT000774,2023-01-17,ACH,1112.05,ACH
TXN00024816,ACCT000029,08-Mar-2023,WIRE,1872.74,WIRE
TXN00005487,ACCT000181,20230112,INT,4079.74,ACH
TXN00001649,ACCT000554,2025-09-04,CR,837.08,BRANCH
TXN00024272,ACCT000964,2025-12-21,DR,1817.11,WIRE
TXN00021128,ACCT000833,17-Sep-2023,CR,1217.62,BRANCH
TXN00003205,ACCT000855,20250812,FEE,444.89,ACH
TXN00016724,ACCT000950,20250526,WIRE,4002.38,BRANCH
TXN00000721,ACCT001119,04/12/2024,WIRE,105.60,ONLINE
TXN00020333,ACCT000795,20250219,WIRE,4419.46,WIRE
TXN00013490,ACCT001160,30-Sep-2025,ACH,1538.52,ONLINE
